,Name,Total
1044,V. Grifo,224.0
1045,A. Turan,230.0
1046,J. dos Santos,224.0
1047,D. Schwaab,202.0
1048,M. Schmelzer,216.0
1049,L. Spinazzola,225.0
1050,A. Dragović,209.0
1051,D. Pröpper,211.0
1052,R. Inglese,177.0
1053,A. Marchesín,192.0
1054,R. De Paul,228.0
1055,C. Gentner,163.0
1056,G. Murray,170.0
1057,Rafael Carioca,224.0
1058,A. McCarthy,162.0
1059,L. Chichizola,184.0
1060,D. Zakaria,214.0
1061,G. Dzhikiya,216.0
1062,N. Castillo,206.0
1063,D. Origi,224.0
1064,O. Yokuşlu,206.0
1065,D. Cheryshev,232.0
1066,D. Selke,213.0
1067,Wendell,240.0
1068,M. Layún,222.0
1069,Y. Sabaly,229.0
1070,P. Cutrone,218.0
1071,F. Marchetti,194.0
1072,W. Cyprien,226.0
1073,G. Paletta,161.0
1074,F. Caicedo,208.0
1075,Jordi Masip,200.0
1076,B. Espinosa,158.0
1077,M. Benassi,213.0
1078,P. Jagielka,157.0
1079,J. Kucka,217.0
1080,R. Brady,227.0
1081,A. Szymanowski,244.0
1082,W. Reid,186.0
1083,Cédric,229.0
1084,R. Civelli,150.0
1085,R. Loftus-Cheek,205.0
1086,S. De Maio,185.0
1087,S. Brown,219.0
1088,A. Mitrović,204.0
1089,P. Skjelbred,220.0
1090,D. Cvitanich,214.0
1091,K. Lasagna,246.0
1092,R. Palacio,234.0
1093,M. Wolf,224.0
1094,E. Gigliotti,201.0
1095,N. Jørgensen,215.0
1096,Laguardia,171.0
1097,J. Lukaku,245.0
1098,J. Augustin,235.0
1099,M. Diakhaby,173.0
1100,Douglas,156.0
1101,N. Pejčinović,173.0
1102,D. van de Beek,212.0
1103,Borja Iglesias,193.0
1104,G. Shibasaki,223.0
1105,W. Hughes,215.0
1106,S. Boufal,241.0
1107,T. Kehrer,219.0
1108,M. Lang,202.0
1109,E. Gutiérrez,215.0
1110,D. Upamecano,201.0
1111,Jefferson,224.0
1112,W. Benítez,158.0
1113,E. Bardhi,229.0
1114,K. Mbodji,183.0
1115,B. Sarr,237.0
1116,F. Ferreyra,225.0
1117,Danilo,168.0
1118,A. Ayew,238.0
1119,K. Mitroglou,174.0
1120,J. Villar,154.0
1121,P. Herrmann,239.0
1122,D. da Costa,220.0
1123,V. Fischer,232.0
1124,Wesley,189.0
1125,D. Ginczek,192.0
1126,F. Kostić,242.0
1127,R. Fraser,256.0
1128,Cote,218.0
1129,H. Winks,224.0
1130,K. Mbabu,237.0
1131,M. Hinteregger,193.0
1132,L. Acosta,252.0
1133,Sidcley,236.0
1134,M. Jørgensen,192.0
1135,M. Fabián,230.0
1136,Carlos Eduardo,214.0
1137,Rubén Castro,245.0
1138,L. Augustinsson,226.0
1139,S. Aziz,211.0
1140,G. Ochoa,183.0
1141,P. Hetemaj,231.0
1142,André André,215.0
1143,Vinícius Júnior,252.0
1144,B. Džemaili,206.0
1145,Juanpe,145.0
1146,K. Fortounis,225.0
1147,M. Vorm,196.0
1148,B. Oczipka,207.0
1149,R. Bentancur,207.0
1150,T. Hernández,232.0
1151,M. Lowton,221.0
1152,I. Diop,178.0
1153,B. André,217.0
1154,C. Piccini,214.0
1155,Paulinho,202.0
1156,A. Diawara,222.0
1157,Yuri Berchiche,223.0
1158,José Sá,168.0
1159,F. Kamano,241.0
1160,F. Cartabia,234.0
1161,E. Ünal,217.0
1162,I. Radovanović,181.0
1163,Renan Ribeiro,185.0
1164,Jony,246.0
1165,D. Buonanotte,255.0
1166,Tomás Pina,201.0
1167,N. Pallois,172.0
1168,D. Latza,217.0
1169,F. Belluschi,226.0
1170,O. Abdulrahman,237.0
1171,O. Trejo,228.0
1172,N. Barella,229.0
1173,Angeliño,234.0
1174,Vieirundinho,185.0
1175,F. Orellana,235.0
1176,F. Grillitsch,201.0
1177,C. Ortíz,215.0
1178,Bruno Viana,191.0
1179,J. Maidana,179.0
1180,R. Funes Mori,195.0
1181,D. Kohr,207.0
1182,F. Higuaín,219.0
1183,A. Barák,201.0
1184,F. Andone,235.0
1185,Adrián,220.0
1186,G. González,199.0
1187,Otávio,214.0
1188,D. Janmaat,215.0
1189,R. Funes Mori,235.0
1190,P. Schick,231.0
1191,Aleix Vidal,246.0
1192,A. Schöpf,232.0
1193,W. Boly,183.0
1194,Alberto Moreno,241.0
1195,C. Villanueva,227.0
1196,M. Weiser,248.0
1197,G. Escalante,209.0
1198,M. Holgate,203.0
1199,J. Hopf,151.0
1200,D. Zurutuza,215.0
1201,Juanmi,236.0
1202,K. Gibbs,231.0
1203,F. Fernández,166.0
1204,L. Kalinić,127.0
1205,N. Radoja,183.0
1206,N. Blandi,218.0
1207,David Juncà,223.0
1208,Wu Lei,245.0
1209,Gabriel Boschilia,220.0
1210,Iuri Medeiros,237.0
1211,M. Phillips,230.0
1212,Iván Cuéllar,189.0
1213,J. Lössl,133.0
1214,Mario Suárez,172.0
1215,W. Bony,166.0
1216,S. Doumbia,228.0
1217,D. Reyes,204.0
1218,Bernat,242.0
1219,V. Behrami,209.0
1220,S. Langkamp,176.0
1221,J. Sosa,216.0
1222,A. Touré,165.0
1223,Jesé,237.0
1224,D. Ings,227.0
1225,M. Esser,132.0
1226,F. Acheampong,261.0
1227,R. Knoche,176.0
1228,O. Vlachodimos,179.0
1229,J. Denayer,208.0
1230,S. Rode,213.0
1231,Wendel,229.0
1232,A. Nagy,229.0
1233,Alfa Semedo,197.0
1234,A. Barnes,208.0
1235,Alan Kardec,216.0
1236,Marcelo,201.0
1237,E. Boateng,250.0
1238,Dalbert,242.0
1239,A. Halilović,230.0
1240,I. Popov,229.0
1241,T. Cleverley,209.0
1242,M. Livaja,209.0
1243,M. Uribe,216.0
1244,P. Bargfrede,211.0
1245,J. Jankto,231.0
1246,Junior Firpo,215.0
1247,D. D'Ambrosio,222.0
1248,D. Boyko,186.0
1249,M. Díaz,212.0
1250,S. Vokes,176.0
1251,Héldon,243.0
1252,Mario Hermoso,226.0
1253,F. Bartels,234.0
1254,K. Malcuit,226.0
1255,R. Marin,206.0
1256,Ayoze Pérez,236.0
1257,Júnior Moraes,221.0
1258,V. Berisha,240.0
1259,R. Freuler,216.0
1260,Ganso,171.0
1261,Vicente Gómez,167.0
1262,M. Pašalić,203.0
1263,Vitor Hugo,182.0
1264,B. Fornaroli,232.0
1265,R. Snodgrass,206.0
1266,Francisco Geraldes,242.0
1267,I. Ordets,180.0
1268,D. Santon,206.0
1269,M. Niang,233.0
1270,O. Wendt,225.0
1271,C. Riveros,211.0
1272,F. Benković,181.0
1273,M. Torres,212.0
1274,M. Noble,177.0
1275,M. Rashica,253.0
1276,C. Benteke,192.0
1277,Rômulo,223.0
1278,D. Pabón,243.0
1279,Embarba,231.0
1280,C. Kerbrat,188.0
1281,L. Teodorczyk,199.0
1282,Alexo Baia,230.0
1283,David Seijalbo,214.0
1284,N. Nández,239.0
1285,L. Rupp,221.0
1286,Jordi Amat,190.0
1287,W. Caballero,155.0
1288,F. Di Francesco,233.0
1289,O. El Kaddouri,216.0
1290,T. Rogić,212.0
1291,G. Töre,229.0
1292,M. Destro,218.0
1293,Josué,216.0
1294,A. Bizzarri,176.0
1295,Ki Sung Yueng,193.0
1296,H. Onyekuru,250.0
1297,N. Pépé,258.0
1298,Matheus Pereira,234.0
1299,Y. Salibur,244.0
1300,E. Vargas,247.0
1301,L. Magallán,198.0
1302,Danny,211.0
1303,C. Hérelle,195.0
1304,E. Mangala,183.0
1305,O. Selnæs,210.0
1306,Víctor Vázquez,192.0
1307,Diego Mariño,190.0
1308,Carles Planas,214.0
1309,G. Fernández,228.0
1310,Soldado,195.0
1311,A. Ekdal,188.0
1312,Gedson Fernandes,237.0
1313,M. Darmian,226.0
1314,N. Chalobah,203.0
1315,R. Pizarro,233.0
1316,André Simões,226.0
1317,S. Tshabalala,233.0
1318,L. Rossettini,187.0
1319,F. Viviani,217.0
1320,M. de Roon,209.0
1321,Rubén Duarte,208.0
1322,Y. Ōsako,233.0
1323,Gil,170.0
1324,A. Ruiz,206.0
1325,P. van Aanholt,237.0
1326,S. Meïté,208.0
1327,K. Dolberg,219.0
1328,Juli Freitinho,138.0
1329,L. Vietto,231.0
1330,A. Izzo,209.0
1331,A. Paloschi,229.0
1332,G. Gönül,233.0
1333,Llorente,142.0
1334,J. Morel,206.0
1335,G. Kakuta,242.0
1336,João Pedro,224.0
1337,S. García,158.0
1338,Eltildo Correia,167.0
1339,Kenedy,236.0
1340,M. Moralez,241.0
1341,N. Vukčević,198.0
1342,F. Borini,232.0
1343,I. Sarr,245.0
1344,C. Clark,174.0
1345,Mata,210.0
1346,M. Albrighton,223.0
1347,A. Gray,237.0
1348,F. Guarín,203.0
1349,Yoel,147.0
1350,J. Cuadrado,176.0
1351,S. Widmer,227.0
1352,B. Dzsudzsák,233.0
1353,P. Mantalos,217.0
1354,S. Proto,176.0
1355,A. Mehmedi,228.0
1356,Pablo,198.0
1357,I. Slimani,187.0
1358,C. Erkin,233.0
1359,D. Chygrynskyi,156.0
1360,Beto,190.0
1361,A. Samaris,188.0
1362,G. Lapadula,236.0
1363,Dênildo Stein,214.0
1364,S. Padt,146.0
1365,S. Taïder,222.0
1366,F. Klaus,234.0
1367,H. Nordtveit,185.0
1368,L. Zuffi,206.0
1369,Emilio Piodão,222.0
1370,S. Zuber,227.0
1371,J. Palomino,183.0
1372,Y. Mutō,231.0
1373,J. Altidore,201.0
1374,M. Barbosa,165.0
1375,G. Laborde,219.0
1376,P. Baysse,187.0
1377,Eric Botteghin,138.0
1378,Iván Alejo,216.0
1379,S. Blanco,239.0
1380,Thiago Mendes,228.0
1381,D. Brosinski,234.0
1382,T. Monconduit,200.0
1383,Andrés Fernández,190.0
1384,Eraso,187.0
1385,S. Hanni,227.0
1386,M. Konaté,239.0
1387,C. Théréau,211.0
1388,A. Donatti,172.0
1389,T. Jedvaj,207.0
1390,Pedro Henrique,163.0
1391,J. Briand,217.0
1392,F. Lustenberger,205.0
1393,J. Ayew,230.0
1394,S. Sanogo,221.0
1395,R. Thomas,172.0
1396,Rafael Cachoira,167.0
1397,N. Sansone,239.0
1398,E. Bičakčić,180.0
1399,J. Veltman,207.0
1400,A. Knockaert,237.0
1401,Douglas Santos,231.0
1402,S. Bocchetti,204.0
1403,M. Dembélé,227.0
1404,E. Valencia,240.0
1405,F. Mollet,224.0
1406,D. Dumfries,220.0
1407,Koo Ja Cheol,222.0
1408,A. Petagna,180.0
1409,De Tomás,207.0
1410,E. Balanta,201.0
1411,T. Koubek,112.0
1412,J. Allen,236.0
1413,Alan Carvalho,244.0
1414,S. Ristovski,235.0
1415,Maicón,249.0
1416,D. Quintero,255.0
1417,P. Højbjerg,202.0
1418,I. Santini,172.0
1419,Vieirinha,240.0
1420,M. Boselli,189.0
1421,L. Antonelli,210.0
1422,B. Embolo,218.0
1423,V. Eysseric,215.0
1424,C. Salcedo,195.0
1425,A. Ranocchia,140.0
1426,L. Unnerstall,119.0
1427,T. Baumgartl,182.0
1428,F. Bustos,234.0
1429,P. Jansson,176.0
1430,W. Vainqueur,211.0
1431,S. Kverkvelia,182.0
1432,Rubén Blanco,172.0
1433,P. Aguilar,196.0
1434,A. Ndiaye Diedhiou,243.0
1435,Rafinha,232.0
1436,D. Limberský,214.0
1437,G. Cabral,171.0
1438,J. De Guzmán,228.0
1439,S. Terodde,192.0
1440,J. Fernandes,229.0
1441,Kiko Femenía,225.0
1442,Recio,196.0
1443,A. Samedov,228.0
1444,A. Smith,223.0
1445,Maurício,222.0
1446,D. Stephens,205.0
1447,Miguel Lopes,214.0
1448,I. Belfodil,197.0
1449,J. Campbell,239.0
1450,Marc Roca,199.0
1451,M. Veljković,191.0
1452,J. Willems,226.0
1453,A. Lennon,245.0
1454,F. Forster,134.0
1455,Júnior Caiçara,235.0
1456,C. Biraghi,224.0
1457,Aritz Elustondo,207.0
1458,Fred Aníbão,150.0
1459,O. Romero,227.0
1460,Nelsildo Reis,194.0
1461,V. Koziello,244.0
1462,A. Cresswell,221.0
1463,Alex Berenguer,238.0
1464,C. Davies,195.0
1465,C. Kouyaté,206.0
1466,Y. Kobayashi,243.0
1467,Camarasa,203.0
1468,J. Martin,202.0
1469,J. Grealish,226.0
1470,D. Pelkas,230.0
1471,J. Montero,241.0
1472,J. Forrest,258.0
1473,Varela,197.0
1474,M. Antenucci,230.0
1475,R. Durmisi,228.0
1476,P. Schwegler,196.0
1477,A. Hunt,222.0
1478,Aday Benítez,224.0
1479,K. Tierney,232.0
1480,Jaume,187.0
1481,S. Gigot,196.0
1482,I. Brizuela,248.0
1483,A. Souquet,215.0
1484,A. Delort,212.0
1485,P. Zabaleta,196.0
1486,Andeson Trigo,257.0
1487,J. Gnagnon,176.0
1488,Mosquera,206.0
1489,I. Bebou,248.0
1490,R. Morrison,215.0
1491,L. Christodoulopoulos,228.0
1492,J. McArthur,210.0
1493,R. Olsen,136.0
1494,W. Hoedt,171.0
1495,R. Holding,186.0
1496,F. Montero,230.0
1497,N. Sliti,226.0
1498,J. Vázquez,228.0
1499,Rodrigo Ely,195.0
1500,M. Benítez,247.0
1501,Y. Yazıcı,214.0
1502,Y. Sankharé,203.0
1503,A. N'Diaye,196.0
1504,S. Bell,178.0
1505,K. Linetty,226.0
1506,F. Uduokhai,202.0
1507,M. Samatta,228.0
1508,Barragán,212.0
1509,R. Hamouma,225.0
1510,L. Skorupski,167.0
1511,Toño García,235.0
1512,A. Szalai,184.0
1513,Raúl Navas,165.0
1514,B. Koné,192.0
1515,J. Brekalo,248.0
1516,Diego Tardelli,221.0
1517,A. Hegazi,159.0
1518,M. Sels,143.0
1519,D. Gray,246.0
1520,M. Pjaca,226.0
1521,M. Arambarri,178.0
1522,A. Ćorić,231.0
1523,T. Gebre Selassie,221.0
1524,C. Nkunku,224.0
1525,M. Topal,206.0
1526,Léo Matos,231.0
1527,F. Kainz,242.0
1528,B. Henrichs,233.0
1529,Victildinho,227.0
1530,D. Praet,221.0
1531,A. Umar,249.0
1532,J. Orozco,201.0
1533,N. El Zhar,232.0
1534,O. Colley,190.0
1535,J. Aholou,214.0
1536,G. Clichy,227.0
1537,Rubén Sobrino,227.0
1538,J. Iturbe,250.0
1539,H. Soudani,221.0
1540,M. Bradley,205.0
1541,Z. Labyad,227.0
1542,D. Mbokani,218.0
1543,T. Mangani,199.0
1544,A. Lunin,145.0
1545,E. Insúa,208.0
1546,N. Domingo,207.0
1547,D. Yedlin,253.0
1548,D. González,211.0
1549,T. Kraft,164.0
1550,M. Simon,256.0
1551,Davi Parrela,172.0
1552,N. Domínguez,188.0
1553,C. Dawson,194.0
1554,A. Rusnák,233.0
1555,Paulo Oliveira,191.0
1556,A. Gomis,170.0
1557,H. Tekin,151.0
1558,Tozé,235.0
1559,R. Ruidíaz,232.0
1560,J. Hogg,207.0
1561,L. Holtby,231.0
1562,A. Djiku,208.0
1563,O. Alonso,211.0
1564,S. Berge,212.0
1565,C. Zambrano,196.0
1566,M. Antonio,240.0
1567,J. Clasie,217.0
1568,Diego Rico,202.0
1569,Mossoró,226.0
1570,G. Donsah,234.0
1571,Felipe,159.0
1572,S. Fofana,224.0
1573,Pablo Santos,199.0
1574,J. Svensson,222.0
1575,E. Roco,167.0
1576,F. Midtsjø,230.0
1577,Francis,226.0
1578,Ivi,230.0
1579,Unai Núñez,175.0
1580,L. Lerager,201.0
1581,P. De Blasis,248.0
1582,M. Zajc,212.0
1583,J. Stanislas,220.0
1584,Lucas Evangelista,234.0
1585,M. Stoch,244.0
1586,S. van Beek,180.0
1587,Fabrio Farinha,229.0
1588,M. Kozáčik,171.0
1589,Fran Sol,211.0
1590,R. Otero,252.0
1591,G. Maripán,148.0
1592,M. Braithwaite,232.0
1593,E. Dilaver,206.0
1594,R. Álvarez,210.0
1595,A. Masuaku,239.0
1596,Rolando,136.0
1597,Fran Rico,203.0
1598,D. Tarasov,184.0
1599,Alcalá,141.0
1600,Alan Patrick,225.0
1601,L. Refaelov,227.0
1602,Y. Gazinskiy,187.0
1603,Palhinha,177.0
1604,Balenziaga,212.0
1605,R. Petrović,157.0
1606,K. Ansarifard,219.0
1607,M. Ninković,217.0
1608,A. Talavera,184.0
1609,A. Barrada,228.0
1610,J. Korb,231.0
1611,F. Gutiérrez,220.0
1612,T. Bongonda,243.0
1613,Simão Donatinho,174.0
1614,Luís Hernández,211.0
1615,L. Balogun,180.0
1616,M. Rog,213.0
1617,B. Dočkal,211.0
1618,J. Durmaz,226.0
1619,T. Kádár,192.0
1620,E. Andrada,149.0
1621,Z. Steffen,153.0
1622,M. Lestienne,237.0
1623,M. Alustiza,221.0
1624,Borja Mayoral,216.0
1625,D. Bonera,135.0
1626,Saúl Berjón,218.0
1627,C. Beauvue,211.0
1628,Danilo,212.0
1629,J. Hernández,203.0
1630,J. Hendrick,212.0
1631,M. Lopez,239.0
1632,F. Hanin,246.0
1633,D. Machís,245.0
1634,A. Potuk,238.0
1635,Idris,178.0
1636,N. Cardozo,231.0
1637,Javi López,215.0
1638,G. Pandev,201.0
1639,Júlio Tavares,211.0
1640,D. Liénard,196.0
1641,Y. Pelé,163.0
1642,L. Sepe,166.0
1643,J. Bruma,171.0
1644,O. Duarte,183.0
1645,A. Franco,180.0
1646,Dani Olmo,223.0
1647,F. Di Santo,210.0
1648,Jozabed,212.0
1649,G. Carrillo,194.0
1650,M. Zeegelaar,207.0
1651,G. Ferrari,185.0
1652,O. Şahiner,233.0
1653,I. Traoré,184.0
1654,T. Arslan,217.0
1655,N. Araújo,190.0
1656,S. Armstrong,230.0
1657,K. Billiat,224.0
1658,Ivan Cavaleiro,234.0
1659,E. Cabaco,202.0
1660,Silas Almeim,228.0
1661,C. Kameni,178.0
1662,Hélder Costa,244.0
1663,E. Durm,222.0
1664,Emerson,229.0
1665,G. Haraguchi,245.0
1666,C. Fuchs,192.0
1667,E. Kalinski,211.0
1668,Rafael,144.0
1669,F. Frei,212.0
1670,M. Risse,228.0
1671,V. Cáceres,194.0
1672,Renan Bressan,199.0
1673,Lucas Lima,212.0
1674,M. Silvestre,176.0
1675,Portillo,214.0
1676,F. Rønnow,156.0
1677,N. Spolli,124.0
1678,S. Rajković,153.0
1679,R. Berić,193.0
1680,V. Hernández,248.0
1681,Claudemir,197.0
1682,T. Jantschke,211.0
1683,L. Schaub,229.0
1684,P. Tschauner,146.0
1685,Gabrisco Aníbal,210.0
1686,B. Feilhaber,217.0
1687,A. Grassi,208.0
1688,N. Vikonis,146.0
1689,P. Ntep,238.0
1690,L. Vangioni,234.0
1691,S. Okazaki,237.0
1692,Diego Castro,218.0
1693,C. Jallet,215.0
1694,O. Pineda,248.0
1695,A. Mounier,235.0
1696,Sandro,187.0
1697,N. Redmond,240.0
1698,Gálvez,153.0
1699,A. Song,203.0
1700,E. Badu,249.0
1701,M. Agu,206.0
1702,Jason,229.0
1703,S. Cristóforo,215.0
1704,L. Butelle,138.0
1705,Allan Bardinho,214.0
1706,P. Dummett,201.0
1707,H. Villalba,258.0
1708,K. Amian,214.0
1709,José Mirazar,228.0
1710,A. Hernández,240.0
1711,Ailton Guevara,220.0
1712,O. Akhmedov,213.0
1713,Naldo,156.0
1714,Y. Ayoub,220.0
1715,A. Ring,229.0
1716,B. Ndiaye,243.0
1717,Kaku,238.0
1718,Adilson Edrada,226.0
1719,A. Ibargüen,249.0
1720,Iraizoz,133.0
1721,N. Nikolić,211.0
1722,J. Kurtić,206.0
1723,K. Wimmer,183.0
1724,A. Mejía,207.0
1725,A. Barreca,232.0
1726,Gil Dias,231.0
1727,J. Locadia,211.0
1728,S. Kryvtsov,178.0
1729,O. Peralta,221.0
1730,C. Budescu,201.0
1731,A. Raggi,187.0
1732,R. Donk,180.0
1733,Edgar Méndez,225.0
1734,L. De Silvestri,221.0
1735,M. Saracchi,235.0
1736,D. Congré,172.0
1737,M. Fritzler,189.0
1738,T. Kolodziejczak,217.0
1739,Caio Nunson,168.0
1740,Felipe Vizeu,209.0
1741,J. Damm,254.0
1742,Guilherme,204.0
1743,G. Nkoudou,249.0
1744,Joel Robles,155.0
1745,B. Zungu,209.0
1746,Otávio Cairinho,177.0
1747,P. Gouano,187.0
1748,C. Domínguez,223.0
1749,R. Falk,246.0
1750,André Ramalho,194.0
1751,G. Schennikov,233.0
1752,M. Morozyuk,234.0
1753,J. van der Heijden,174.0
1754,A. Musa,262.0
1755,A. Diaby,254.0
1756,G. İnler,179.0
1757,L. Cigarini,204.0
1758,Júnior Urso,192.0
1759,B. Butko,232.0
1760,R. Thomas,228.0
1761,M. Jensen,235.0
1762,Burgui,218.0
1763,A. Meret,148.0
1764,M. Gonalons,203.0
1765,D. Valdés,224.0
1766,Marafona,154.0
1767,R. Karsdorp,224.0
1768,I. Opara,216.0
1769,K. Laimer,224.0
1770,O. Kamara,218.0
1771,S. Gentiletti,202.0
1772,Serey Dié,219.0
1773,A. Westwood,208.0
1774,C. Ciano,240.0
1775,A. Conti,230.0
1776,Bojan,224.0
1777,C. Vargas,169.0
1778,Éder,218.0
1779,Y. Benzia,217.0
1780,W. Hennessey,153.0
1781,E. Thommy,233.0
1782,Bustinza,199.0
1783,Bernardo,212.0
1784,P. Cissé,231.0
1785,Oier,164.0
1786,D. Gayle,242.0
1787,Joelinton,219.0
1788,A. Pérez,188.0
1789,B. Jones,152.0
1790,J. Drmić,216.0
1791,M. Mount,225.0
1792,A. McGregor,168.0
1793,O. Elabdellaoui,239.0
1794,R. Steffen,248.0
1795,K. Kanga,244.0
1796,J. Ananidze,243.0
1797,S. Ilsanker,150.0
1798,A. Blake,162.0
1799,Nicholas Aldair,194.0
1800,R. Sessegnon,239.0
1801,Jorginhson,226.0
1802,Carlitos,249.0
1803,L. Nguyen,222.0
1804,A. Paschalakis,180.0
1805,Fabrício,223.0
1806,M. Coco,237.0
1807,K. Babacar,211.0
1808,Postigo,190.0
1809,Renato Sanches,227.0
1810,M. Caruzzo,190.0
1811,G. Konan,236.0
1812,S. Mounié,197.0
1813,P. Capelle,227.0
1814,T. Davies,212.0
1815,N. Dirar,227.0
1816,J. Toornstra,205.0
1817,Paulinho,230.0
1818,S. Larsson,227.0
1819,P. Tau,224.0
1820,J. Kluivert,243.0
1821,H. Ayala,195.0
1822,Miguel Silva,152.0
1823,D. Rolán,229.0
1824,L. Klostermann,214.0
1825,G. Rodríguez,169.0
1826,M. Locatelli,198.0
1827,F. Caputo,241.0
1828,A. Roa,230.0
1829,Keko,225.0
1830,A. El Khayati,210.0
1831,F. Schär,199.0
1832,A. Haidara,232.0
1833,Chema Rodríguez,209.0
1834,G. dos Santos,245.0
1835,T. Bifouma,257.0
1836,Dani Rochelinhas,237.0
1837,M. Ostrzolek,228.0
1838,Sandro,229.0
1839,L. Deaux,178.0
1840,J. Vuković,158.0
1841,J. Hansen,162.0
1842,Gonçalo Paciência,206.0
1843,Córdoba,231.0
1844,P. Pekarík,221.0
1845,Ximo Navarro,209.0
1846,Pablo Hernández,219.0
1847,G. Kashia,169.0
1848,Cássio,151.0
1849,S. Bamba,150.0
1850,S. Kums,211.0
1851,Fábio Martins,240.0
1852,M. Suárez,219.0
1853,S. Mitrović,164.0
1854,D. Aogo,211.0
1855,B. Engels,178.0
1856,F. Tait,225.0
1857,D. Zagadou,169.0
1858,M. Diamé,212.0
1859,A. Younes,245.0
1860,B. Verstraete,229.0
1861,K. Akpoguma,196.0
1862,B. Santamaria,204.0
1863,E. Moretti,160.0
1864,H. Behrens,209.0
1865,M. Maignan,155.0
1866,Y. Karamoh,227.0
1867,V. Ignatiev,223.0
1868,A. Thomasson,215.0
1869,D. Amartey,205.0
1870,R. Özcan,173.0
1871,A. Donnarumma,223.0
1872,Timor,175.0
1873,C. McGregor,240.0
1874,R. Martínez,228.0
1875,V. Buyalskyi,232.0
1876,H. Arter,208.0
1877,A. Mawson,170.0
1878,F. Guilbert,199.0
1879,M. Lemos,198.0
1880,S. Sturaro,217.0
1881,A. Duncan,227.0
1882,Marlon,188.0
1883,M. Isla,238.0
1884,Thiago Maia,203.0
1885,Y. Aït Bennasser,216.0
1886,O. Toivonen,189.0
1887,J. Urretaviscaya,233.0
1888,Yuri Ribeiro,233.0
1889,N. Tomović,204.0
1890,F. Roncaglia,198.0
1891,R. Botta,227.0
1892,R. Mandragora,201.0
1893,A. Adomah,231.0
1894,D. Samassékou,221.0
1895,M. Yoshida,196.0
1896,N. Viergever,203.0
1897,R. Amalfitano,212.0
1898,D. Cataldi,217.0
1899,Martín,212.0
1900,Tiago Pinto,243.0
1901,Fernandinho,226.0
1902,C. Cueva,239.0
1903,M. Gaćinović,241.0
1904,G. Shoji,200.0
1905,L. Rigoni,204.0
1906,M. Krmenčík,214.0
1907,M. Mevlja,207.0
1908,C. Daniels,218.0
1909,K. Stafylidis,223.0
1910,Sabin Merino,201.0
1911,A. Flint,150.0
1912,Brais Méndez,215.0
1913,Merino,195.0
1914,S. Missiroli,204.0
1915,Serantes,184.0
1916,V. Guzmán,222.0
1917,D. Biseswar,223.0
1918,E. Mas,223.0
1919,Nuno Pinto,233.0
1920,Carlos Mané,246.0
1921,Borja Valle,223.0
1922,Zeca,229.0
1923,C. Toselli,169.0
1924,M. Bizot,169.0
1925,K. Ayhan,207.0
1926,Ricardo Ferreira,172.0
1927,N. Roux,208.0
1928,Hernâni,251.0
1929,M. Çağıran,211.0
1930,W. Morgan,134.0
1931,J. Alonso,199.0
1932,M. Wakaso,245.0
1933,K. Traoré,237.0
1934,Y. Mvogo,172.0
1935,Kaíquão Castro,137.0
1936,K. Fofana,194.0
1937,P. Hurtado,225.0
1938,D. Bocanegra,204.0
1939,Melero,193.0
1940,Borja Bastón,186.0
1941,O. Murillo,190.0
1942,O. Onazi,244.0
1943,C. Günter,211.0
1944,I. Amadou,208.0
1945,Unai López,219.0
1946,K. Iheanacho,221.0
1947,C. Söyüncü,200.0
1948,B. Pearson,207.0
1949,F. Niederlechner,209.0
1950,S. Denswil,176.0
1951,G. Rodríguez,197.0
1952,P. Guiñazú,172.0
1953,H. Hateboer,214.0
1954,I. Fernández,221.0
1955,L. Blas,225.0
1956,M. Sarr,220.0
1957,Mikel Rico,202.0
1958,F. Neuhaus,229.0
1959,S. İnan,183.0
1960,C. Maggio,218.0
1961,Mexer,184.0
1962,F. Magnanelli,202.0
1963,J. Figal,222.0
1964,V. Claesson,224.0
1965,F. Helander,168.0
1966,J. Gondorf,220.0
1967,R. Ghezzal,212.0
1968,Adama,241.0
1969,O. Duda,218.0
1970,R. Bensebaini,203.0
1971,L. Depoitre,156.0
1972,N. Vlašić,228.0
1973,Rochina,213.0
1974,M. Doherty,211.0
1975,C. Musonda,253.0
1976,João Teixeira,224.0
1977,S. Ward,205.0
1978,Y. Cardinale,164.0
1979,S. Francis,173.0
1980,Lafortiscinho,229.0
1981,M. Valdifiori,187.0
1982,Rubén Pérez,189.0
1983,D. Boyata,183.0
1984,N. Mendy,219.0
1985,A. Martín Arias,168.0
1986,Pedraza,224.0
1987,Ricardo,155.0
1988,Tarantini,186.0
1989,K. Stöger,219.0
1990,C. Mbemba,201.0
1991,A. Limbombe,247.0
1992,K. McDonald,175.0
